"",KNN.ROC,KNN.Sens,KNN.Spec,KNN.ROCSD,KNN.SensSD,KNN.SpecSD,RF.ROC,RF.Sens,RF.Spec,RF.ROCSD,RF.SensSD,RF.SpecSD,XGBoost.ROC,XGBoost.Sens,XGBoost.Spec,XGBoost.ROCSD,XGBoost.SensSD,XGBoost.SpecSD,NNet.ROC,NNet.Sens,NNet.Spec,NNet.ROCSD,NNet.SensSD,NNet.SpecSD
MICE,0.551669552669553,0.901904761904762,0.0996969696969697,0.105556450282722,0.0767996989594538,0.0745264649462959,0.623190476190476,1,0.00333333333333333,0.106593070225376,0,0.0182574185835055,0.59559595959596,0.698888888888889,0.380909090909091,0.110822811084581,0.120433206460855,0.127905948276246,0.555053391053391,0.712222222222222,0.36030303030303,0.129928260331234,0.128347328465645,0.182592135392755
Soft,0.550015873015873,0.885238095238095,0.173636363636364,0.111445323115342,0.101735276395983,0.091014045997434,0.643702741702742,0.836984126984127,0.331818181818182,0.0967482969635958,0.0956369589637131,0.137803267983225,0.648015873015873,0.723333333333333,0.47,0.138219844700107,0.14135139678937,0.149438962187837,0.533946608946609,0.628095238095238,0.407272727272727,0.122523566265501,0.138433705591138,0.173318572125771
Full,0.559185425685426,0.857936507936508,0.155151515151515,0.131038394469849,0.113296784086916,0.0991538247055453,0.672481962481963,0.821904761904762,0.386969696969697,0.0971489246728791,0.0860020711590534,0.145409149133257,0.664975468975469,0.727142857142857,0.483636363636364,0.118209059244882,0.136727557194573,0.166372115514429,0.600949494949495,0.66952380952381,0.42030303030303,0.11860130749535,0.115839195490225,0.176322642253282
